0 0 0.049339
0 1 -0.023363
0 2 -0.187535
0 3 -0.048057
0 4 -0.020050
0 5 -0.053391
0 6 0.061598
0 7 -0.032854
0 8 0.314501
0 9 0.267981
0 10 -0.261744
0 11 -0.288336
0 12 -0.243342
0 13 -0.475527
0 14 -0.138891
0 15 -0.171167
0 16 -0.083247
0 17 -0.011848
0 18 0.003316
0 19 0.210189
0 20 0.248699
0 21 -0.265827
0 22 -0.113855
0 23 0.190367
0 24 0.092254
0 25 0.259578
0 26 0.265858
0 27 -0.325003
0 28 -0.015791
0 29 -0.593596
0 30 -0.404434
0 31 -0.080618

1 0 -0.234442
1 1 -0.293892
1 2 0.070239
1 3 -0.258258
1 4 0.070293
1 5 -0.084275
1 6 0.127717
1 7 -0.078761
1 8 -0.026474
1 9 0.008006
1 10 -0.465177
1 11 -0.551960
1 12 -0.332000
1 13 -0.194967
1 14 -0.162063
1 15 -0.119792
1 16 -0.165817
1 17 -0.456621
1 18 -0.049979
1 19 -0.035010
1 20 -0.000342
1 21 0.170867
1 22 0.029068
1 23 -0.058352
1 24 -0.131117
1 25 0.036479
1 26 0.253837
1 27 -0.220549
1 28 -0.497884
1 29 -0.409752
1 30 -0.652476
1 31 -0.215238

2 0 -0.276874
2 1 -0.502350
2 2 -0.120476
2 3 -0.360670
2 4 0.289522
2 5 0.177125
2 6 0.049752
2 7 -0.136989
2 8 -0.236172
2 9 0.078983
2 10 -0.581173
2 11 -0.543047
2 12 -0.455280
2 13 -0.643862
2 14 -0.561558
2 15 -0.377588
2 16 -0.233673
2 17 -0.551130
2 18 -0.572971
2 19 -0.436254
2 20 -0.087241
2 21 0.237254
2 22 0.078813
2 23 -0.029694
2 24 -0.037179
2 25 -0.086957
2 26 -0.167932
2 27 -0.339633
2 28 -0.279314
2 29 -0.549117
2 30 -0.537219
2 31 -0.313741

3 0 -0.458631
3 1 -0.421514
3 2 -0.413431
3 3 -0.272984
3 4 -0.020589
3 5 0.139987
3 6 -0.124210
3 7 0.163803
3 8 0.031196
3 9 -0.269757
3 10 -0.274203
3 11 -0.373901
3 12 -0.776857
3 13 -0.621947
3 14 -0.207924
3 15 -0.359609
3 16 -0.423795
3 17 -0.093174
3 18 0.139330
3 19 -0.234216
3 20 -0.413775
3 21 -0.020998
3 22 0.056896
3 23 0.084787
3 24 -0.071757
3 25 0.138172
3 26 0.521206
3 27 0.096875
3 28 -0.504735
3 29 -0.419926
3 30 -0.637114
3 31 -0.276321

4 0 -0.170313
4 1 -0.177470
4 2 -0.033924
4 3 -0.142399
4 4 -0.198431
4 5 0.231231
4 6 -0.039663
4 7 -0.179785
4 8 0.265583
4 9 -0.223519
4 10 -0.448982
4 11 -0.247857
4 12 -0.238673
4 13 -0.078067
4 14 0.419943
4 15 -0.392243
4 16 -0.217407
4 17 -0.036163
4 18 0.120140
4 19 -0.304793
4 20 -0.369324
4 21 0.324400
4 22 -0.273437
4 23 0.227745
4 24 0.205048
4 25 0.061976
4 26 0.051144
4 27 -0.608138
4 28 0.118114
4 29 -0.168872
4 30 -0.069859
4 31 -0.263367

5 0 -0.084140
5 1 -0.046284
5 2 -0.061736
5 3 -0.141216
5 4 -0.043204
5 5 0.447469
5 6 0.327083
5 7 0.356851
5 8 -0.114702
5 9 -0.064154
5 10 -0.229410
5 11 -0.307453
5 12 -0.007685
5 13 -0.165537
5 14 0.406941
5 15 0.302366
5 16 0.250200
5 17 0.142921
5 18 -0.111400
5 19 -0.390697
5 20 -0.310340
5 21 -0.097092
5 22 -0.057834
5 23 0.089798
5 24 0.071461
5 25 0.642966
5 26 -0.094010
5 27 -0.401027
5 28 0.139719
5 29 0.006853
5 30 -0.233505
5 31 -0.109233

6 0 0.132902
6 1 0.287938
6 2 -0.014973
6 3 -0.013741
6 4 -0.141789
6 5 0.293900
6 6 0.611463
6 7 0.382135
6 8 0.075953
6 9 -0.370264
6 10 0.020357
6 11 0.104560
6 12 0.195722
6 13 0.052623
6 14 0.346919
6 15 0.508813
6 16 0.210693
6 17 0.135581
6 18 0.402549
6 19 -0.165954
6 20 -0.194170
6 21 0.308046
6 22 0.203706
6 23 0.174147
6 24 0.261749
6 25 0.029837
6 26 0.140228
6 27 0.086405
6 28 0.055798
6 29 0.051017
6 30 0.289237
6 31 0.244982

7 0 0.174758
7 1 0.274801
7 2 -0.067449
7 3 -0.547966
7 4 -0.017448
7 5 0.202672
7 6 0.629575
7 7 -0.024678
7 8 0.246440
7 9 0.111098
7 10 0.292653
7 11 -0.061923
7 12 -0.054764
7 13 0.208302
7 14 0.349773
7 15 0.372374
7 16 0.227589
7 17 0.170652
7 18 -0.044718
7 19 -0.186842
7 20 -0.165227
7 21 0.264043
7 22 0.298698
7 23 0.522638
7 24 0.293102
7 25 0.258873
7 26 -0.037627
7 27 0.291157
7 28 -0.008980
7 29 -0.183094
7 30 0.010412
7 31 0.256244

8 0 -0.082191
8 1 -0.155772
8 2 -0.415914
8 3 -0.276596
8 4 -0.141690
8 5 0.270667
8 6 0.486642
8 7 0.333177
8 8 0.162626
8 9 -0.128714
8 10 0.070573
8 11 0.320124
8 12 0.010989
8 13 0.438812
8 14 0.296009
8 15 0.267019
8 16 0.148307
8 17 -0.226783
8 18 0.197245
8 19 -0.160294
8 20 -0.387417
8 21 0.072119
8 22 0.466756
8 23 0.570888
8 24 0.118611
8 25 0.228345
8 26 0.264723
8 27 0.305989
8 28 0.500528
8 29 0.121567
8 30 -0.110960
8 31 0.389524

9 0 -0.266841
9 1 -0.385328
9 2 -0.100095
9 3 -0.168691
9 4 -0.594655
9 5 0.033405
9 6 0.170854
9 7 -0.134875
9 8 -0.045084
9 9 0.339783
9 10 0.235908
9 11 0.303321
9 12 -0.322667
9 13 0.170641
9 14 -0.120612
9 15 -0.132061
9 16 0.172843
9 17 -0.169841
9 18 0.160918
9 19 -0.014989
9 20 -0.396814
9 21 -0.315000
9 22 -0.285188
9 23 0.285949
9 24 -0.199478
9 25 0.012727
9 26 0.156747
9 27 0.168227
9 28 0.154053
9 29 0.156395
9 30 0.098553
9 31 -0.206439

10 0 -0.460514
10 1 0.120373
10 2 -0.351370
10 3 -0.516412
10 4 -0.691324
10 5 -0.131649
10 6 0.114052
10 7 0.192376
10 8 -0.213422
10 9 -0.187719
10 10 -0.128551
10 11 0.034141
10 12 -0.315874
10 13 -0.189782
10 14 -0.109917
10 15 -0.150710
10 16 0.080658
10 17 -0.232610
10 18 -0.268954
10 19 -0.762734
10 20 -0.338243
10 21 -0.678904
10 22 -0.455813
10 23 0.320014
10 24 -0.275347
10 25 -0.336392
10 26 -0.267625
10 27 -0.537444
10 28 0.024890
10 29 -0.069273
10 30 -0.490788
10 31 -0.044424

11 0 -0.588874
11 1 -0.127957
11 2 -0.434965
11 3 -0.626509
11 4 -0.140937
11 5 0.216883
11 6 -0.014084
11 7 0.139710
11 8 -0.335739
11 9 -0.707362
11 10 -0.337173
11 11 -0.548750
11 12 -0.305891
11 13 -0.092514
11 14 -0.428630
11 15 -0.164066
11 16 0.053393
11 17 -0.243689
11 18 -0.425647
11 19 -0.483038
11 20 -0.646140
11 21 -0.671829
11 22 0.004624
11 23 0.129058
11 24 0.034303
11 25 0.114348
11 26 -0.201396
11 27 -0.150964
11 28 -0.253582
11 29 -0.533710
11 30 -0.593044
11 31 -0.285701

12 0 -0.329524
12 1 -0.411912
12 2 -0.525778
12 3 -0.426291
12 4 -0.326393
12 5 0.250151
12 6 0.239692
12 7 0.173354
12 8 -0.209878
12 9 -0.350309
12 10 -0.369015
12 11 -0.462036
12 12 -0.504278
12 13 -0.438630
12 14 -0.159906
12 15 0.050172
12 16 -0.256202
12 17 -0.113597
12 18 -0.183914
12 19 -0.619308
12 20 -0.504510
12 21 -0.288102
12 22 0.091489
12 23 0.402271
12 24 0.281802
12 25 0.134997
12 26 0.398413
12 27 -0.134718
12 28 -0.378972
12 29 -0.112790
12 30 0.035253
12 31 -0.227636

13 0 0.113782
13 1 0.003193
13 2 -0.045513
13 3 0.020060
13 4 -0.151038
13 5 0.450926
13 6 0.009019
13 7 0.059093
13 8 -0.062215
13 9 -0.384953
13 10 -0.625587
13 11 -0.277789
13 12 -0.173984
13 13 -0.139002
13 14 -0.300928
13 15 0.007013
13 16 -0.116685
13 17 0.216863
13 18 -0.125997
13 19 -0.545434
13 20 -0.218673
13 21 0.051653
13 22 0.328486
13 23 0.111668
13 24 0.266721
13 25 0.204787
13 26 0.107967
13 27 0.232426
13 28 -0.163214
13 29 -0.764613
13 30 -0.168791
13 31 -0.490806

14 0 -0.219378
14 1 -0.065673
14 2 -0.262849
14 3 -0.256740
14 4 -0.106591
14 5 0.182007
14 6 0.099911
14 7 0.404982
14 8 0.244412
14 9 0.148312
14 10 -0.370833
14 11 -0.592407
14 12 -0.532421
14 13 -0.349836
14 14 -0.021371
14 15 0.214772
14 16 0.025169
14 17 -0.154394
14 18 -0.115774
14 19 -0.161581
14 20 -0.620273
14 21 0.153617
14 22 0.288871
14 23 0.490218
14 24 0.420920
14 25 0.313644
14 26 0.161602
14 27 -0.100531
14 28 -0.289408
14 29 -0.739628
14 30 -0.624054
14 31 0.073557

15 0 0.223062
15 1 -0.091400
15 2 -0.258540
15 3 -0.625954
15 4 -0.060989
15 5 -0.125506
15 6 0.128838
15 7 0.186443
15 8 0.145337
15 9 0.156912
15 10 -0.583132
15 11 -0.422033
15 12 -0.478629
15 13 -0.363076
15 14 -0.101331
15 15 0.226588
15 16 0.160807
15 17 -0.029377
15 18 0.067920
15 19 0.132209
15 20 -0.047327
15 21 -0.278418
15 22 -0.157487
15 23 0.276857
15 24 0.474194
15 25 0.006470
15 26 -0.254280
15 27 -0.014513
15 28 -0.513209
15 29 -0.283399
15 30 -0.197565
15 31 0.058788

16 0 0.336569
16 1 0.062606
16 2 0.161935
16 3 -0.319132
16 4 0.046599
16 5 -0.064622
16 6 -0.017128
16 7 0.324488
16 8 0.446791
16 9 0.006247
16 10 -0.236726
16 11 -0.303060
16 12 -0.449845
16 13 -0.199222
16 14 -0.004761
16 15 0.195929
16 16 0.269785
16 17 0.466378
16 18 -0.034433
16 19 0.101214
16 20 0.075760
16 21 0.226200
16 22 0.196485
16 23 0.165963
16 24 0.351046
16 25 0.550568
16 26 0.010115
16 27 -0.278386
16 28 -0.361649
16 29 -0.393603
16 30 -0.262849
16 31 -0.115290

17 0 0.175836
17 1 0.137719
17 2 -0.166952
17 3 0.045498
17 4 -0.292020
17 5 -0.094319
17 6 -0.020157
17 7 0.145329
17 8 0.251515
17 9 0.104194
17 10 -0.199977
17 11 -0.644403
17 12 -0.570218
17 13 -0.045792
17 14 -0.243578
17 15 -0.106600
17 16 0.030255
17 17 0.143281
17 18 0.183811
17 19 0.079971
17 20 0.200926
17 21 0.024135
17 22 0.026640
17 23 -0.046706
17 24 0.248705
17 25 0.264401
17 26 0.131796
17 27 -0.208438
17 28 -0.351009
17 29 -0.532245
17 30 -0.130966
17 31 -0.185327

18 0 0.119088
18 1 -0.020709
18 2 -0.024144
18 3 -0.231659
18 4 -0.041957
18 5 -0.232164
18 6 -0.169367
18 7 0.099019
18 8 0.084435
18 9 0.299878
18 10 -0.220764
18 11 -0.527355
18 12 -0.135752
18 13 -0.522189
18 14 -0.048343
18 15 -0.137162
18 16 -0.088078
18 17 0.014468
18 18 -0.004046
18 19 -0.217944
18 20 -0.068720
18 21 0.228029
18 22 -0.332568
18 23 -0.190774
18 24 -0.080194
18 25 -0.120788
18 26 0.390215
18 27 0.121420
18 28 -0.241176
18 29 -0.505636
18 30 -0.277903
18 31 -0.073383

19 0 -0.131028
19 1 -0.352607
19 2 -0.143416
19 3 -0.221201
19 4 0.026656
19 5 -0.354392
19 6 0.273014
19 7 0.139558
19 8 0.031329
19 9 0.403088
19 10 -0.366389
19 11 -0.537506
19 12 -0.592368
19 13 -0.423430
19 14 -0.262596
